index,source_title,source_artist,spotify_name,spotify_artists,track_id,matches,reason
1434,You Get Me So High,The Neighbourhood,You Get Me So High,The Neighbourhood,7zwn1eykZtZ5LODrf7c0tS,True,Perfect match
1435,Do I Wanna Know?,Arctic Monkeys,Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,True,Perfect match
1436,Streets,Doja Cat,Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,True,Perfect match
1437,Todo De Ti,Rauw Alejandro,Todo De Ti,Rauw Alejandro,4fSIb4hdOQ151TILNsSEaF,True,Perfect match
1438,Californication,Red Hot Chili Peppers,Californication,Red Hot Chili Peppers,48UPSzbZjgc449aqz8bxox,True,Perfect match
1439,3435,Ariana Grande,34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,False,Artist matches but title differs: '3435' vs '34+35'
1440,The Hills,The Weeknd,The Hills,The Weeknd,7fBv7CLKzipRk6EC6TWHOB,True,Perfect match
1441,SI TE LA ENCUENTRAS POR AHÍ,Feid,Si Te La Encuentras Por Ahí,Feid,02jLfqc9gMo8PkHEGHY3OT,True,Perfect match
1442,Angel Baby,Troye Sivan,Angel Baby,Troye Sivan,2m6Ko3CY1qXNNja8AlugNc,True,Perfect match
1443,Freaks,Surf Curse,Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,True,Perfect match
1444,Master of Puppets,Metallica,Master Of Puppets,Metallica,2MuWTIM3b0YEAskbeeFE1i,True,Perfect match
1445,In the End,Linkin Park,In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,True,Perfect match
1446,Smack That,Akon,Smack That,Akon;Eminem,2kQuhkFX7uSVepCD3h29g5,True,Perfect match
1447,Have You Ever Seen the Rain?,Creedence Clearwater Revival,Have You Ever Seen The Rain,Creedence Clearwater Revival,2LawezPeJhN4AWuSB0GtAU,True,Perfect match
1448,Silence,Marshmello,Silence,Marshmello;Khalid,7vGuf3Y35N4wmASOKLUVVU,True,Perfect match
1449,​thank u next,Ariana Grande,"thank u, next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,True,Perfect match
1450,​idfc,blackbear,idfc,blackbear,3SErMoIKdRELto2OspGs5L,True,Perfect match
1451,Sultans of Swing,Dire Straits,Sultans Of Swing,Dire Straits,37Tmv4NnfQeb0ZgUC4fOJj,True,Perfect match
1452,​die first,Nessa Barrett,die first,Nessa Barrett,21szgNA72iLwvBxHQLgwBh,True,Perfect match
1453,Meet Me At Our Spot,THE ANXIETY,Meet Me At Our Spot,THE ANXIETY;WILLOW;Tyler Cole,07MDkzWARZaLEdKxo6yArG,True,Perfect match
1454,Let Me Down Slowly,Alec Benjamin,Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,True,Perfect match
1455,Atlantis,Seafret,Atlantis,Seafret,1Fid2jjqsHViMX6xNH70hE,True,Perfect match
1456,Sunshine,OneRepublic,Sunshine,OneRepublic,5r43qanLhUCdBj8HN3fa6B,True,Perfect match
1457,I Want It That Way,Backstreet Boys,I Want It That Way,Backstreet Boys,47BBI51FKFwOMlIiX6m8ya,True,Perfect match
1458,Always Forever,Cults,Always Forever,Cults,2enPRFda84VE2wtI8c86Uf,True,Perfect match
1459,Sofia,Clairo,Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM,True,Perfect match
1460,Unstoppable,Sia,Unstoppable,Sia,2J2Z1SkXYghSajLibnQHOa,True,Perfect match
1461,Notion,The Rare Occasions,Notion,The Rare Occasions,0sTlGEld0h8kIPZaKDYUf4,True,Perfect match
1462,No Role Modelz,J. Cole,No Role Modelz,J. Cole,68Dni7IE4VyPkTOH9mRWHr,True,Perfect match
1463,Hold On,Chord Overstreet,Hold On,Chord Overstreet,5vjLSffimiIP26QG5WcN2K,True,Perfect match
1464,​idontwannabeyouanymore,Billie Eilish,idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,True,Perfect match
1465,Everlong,Foo Fighters,Everlong,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk,True,Perfect match
1466,Feel Good Inc.,Gorillaz,Feel Good Inc.,Gorillaz,0d28khcov6AiegSCpG5TuT,True,Perfect match
1467,Can You Feel My Heart,Bring Me The Horizon,Can You Feel My Heart,Bring Me The Horizon,0WSa1sucoNRcEeULlZVQXj,True,Perfect match
1468,Diles,Bad Bunny,Diles,Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,6C1RD7YQVvt3YQj0CmuTeu,True,Perfect match
1469,Cant Stop,Red Hot Chili Peppers,Can't Stop,Red Hot Chili Peppers,3ZOEytgrvLwQaqXreDs2Jx,False,Artist matches but title differs: 'Cant Stop' vs 'Can't Stop'
1470,TE MUDASTE,Bad Bunny,TE MUDASTE,Bad Bunny,5RubKOuDoPn5Kj5TLVxSxY,True,Perfect match
1471,Fourth of July,Sufjan Stevens,Fourth of July,Sufjan Stevens,5Qnrgqy1pAm9GyNQOgyVFz,True,Perfect match
1472,Take On Me,a-ha,Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,True,Perfect match
1473,The Real Slim Shady,Eminem,The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,True,Perfect match
1474,A Thousand Years,Christina Perri,A Thousand Years,Christina Perri,6lanRgr6wXibZr8KgzXxBl,True,Perfect match
1475,A Tu Merced,Bad Bunny,A Tu Merced,Bad Bunny,4r9jkMEnArtWGH2rL2FZl0,True,Perfect match
1476,Jocelyn Flores,XXXTENTACION,Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,True,Perfect match
1477,Sweater Weather,The Neighbourhood,Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,True,Perfect match
1478,House of Memories,Panic! at the Disco,House of Memories,Panic! At The Disco,2DgdHcjWmO3qd50RzuBLgZ,True,Perfect match
1479,​august,Taylor Swift,august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,True,Perfect match
1480,All the Small Things,blink-182,All The Small Things,blink-182,2m1hi0nfMR9vdGC8UcrnwU,True,Perfect match
1481,Sweet Home Alabama,Lynyrd Skynyrd,Sweet Home Alabama,Lynyrd Skynyrd,7e89621JPkKaeDSTQ3avtg,True,Perfect match
1482,R U Mine?,Arctic Monkeys,R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE,True,Perfect match
1483,Waiting for Love,Avicii,Waiting For Love,Avicii,2P4OICZRVAQcYAV2JReRfj,True,Perfect match
1484,Softcore,The Neighbourhood,Softcore,The Neighbourhood,2K7xn816oNHJZ0aVqdQsha,True,Perfect match
1485,Gasolina,Daddy Yankee,Gasolina,Daddy Yankee,228BxWXUYQPJrJYHDLOHkj,True,Perfect match
1486,Ivy,Frank Ocean,Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,True,Perfect match
1487,Si Veo a Tu Mamá,Bad Bunny,Si Veo a Tu Mamá,Bad Bunny,41wtwzCZkXwpnakmwJ239F,True,Perfect match
1488,You Give Love a Bad Name,Bon Jovi,You Give Love A Bad Name,Bon Jovi,0rmGAIH9LNJewFw7nKzZnc,True,Perfect match
1489,Love You Like a Love Song,Selena Gomez & The Scene,Love You Like A Love Song,Selena Gomez & The Scene,0laYHRpNTS6i8FXdupHkJ4,True,Perfect match
1490,I Was Never There,The Weeknd,I Was Never There,The Weeknd;Gesaffelstein,1cKHdTo9u0ZymJdPGSh6nq,True,Perfect match
1491,I Wanna Be Yours,Arctic Monkeys,I Wanna Be Yours,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,True,Perfect match
1492,Not Allowed,TV Girl,Not Allowed,TV Girl,3IznIgmXtrUaoPWpQTy5jB,True,Perfect match
1493,She Don’t Give a Fo,Duki,She Don't Give a Fo,Duki;KHEA,03a359wbiUsjN9h6yzXvmS,False,Artist matches but title differs: 'She Don’t Give a Fo' vs 'She Don't Give a Fo'
1494,Closer,The Chainsmokers,Closer,The Chainsmokers;Halsey,7BKLCZ1jbUBVqRi2FVlTVw,True,Perfect match
1495,Die for You,The Weeknd,Die For You,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,True,Perfect match
1496,In da Club,50 Cent,In Da Club,50 Cent,7iL6o9tox1zgHpKUfh9vuC,True,Perfect match
1497,Why’d You Only Call Me When You’re High?,Arctic Monkeys,Why'd You Only Call Me When You're High?,Arctic Monkeys,086myS9r57YsLbJpU0TgK9,False,Artist matches but title differs: 'Why’d You Only Call Me When You’re High?' vs 'Why'd You Only Call Me When You're High?'
1498,The Middle,Jimmy Eat World,The Middle,Jimmy Eat World,6GG73Jik4jUlQCkKg9JuGO,True,Perfect match
1499,Si Estuviésemos Juntos,Bad Bunny,Si Estuviésemos Juntos,Bad Bunny,35wvL50xvKpCHEJPxLOLPI,True,Perfect match
1500,Let Me Love You,DJ Snake,Let Me Love You,DJ Snake;Justin Bieber,0lYBSQXN6rCTvUZvg9S0lU,True,Perfect match
1501,Chamber of Reflection,Mac DeMarco,Chamber Of Reflection,Mac DeMarco,7H7NyZ3G075GqPx2evsfeb,True,Perfect match
1502,Dont Blame Me,Taylor Swift,Don’t Blame Me,Taylor Swift,1R0a2iXumgCiFb7HEZ7gUE,True,Perfect match
1503,No Surprises,Radiohead,No Surprises,Radiohead,10nyNJ6zNy2YVYLrcwLccB,True,Perfect match
1504,BILLIE EILISH,Armani White,BILLIE EILISH.,Armani White,27ZZdyTSQWI7Cug2d2PkqV,True,Perfect match
1505,Mr. Brightside,The Killers,Mr. Brightside,The Killers,003vvx7Niy0yvhvHt4a68B,True,Perfect match
1506,Too Good at Goodbyes,Sam Smith,Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,True,Perfect match
1507,This Is What You Came For,Calvin Harris,This Is What You Came For,Calvin Harris;Rihanna,0azC730Exh71aQlOt9Zj3y,True,Perfect match
1508,Losing My Religion,R.E.M.,Losing My Religion,R.E.M.,31AOj9sFz2gM0O3hMARRBx,True,Perfect match
1509,Rocket Man I Think It’s Going to Be a Long Long Time,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3gdewACMIVMEWVbyb8O9sY,False,"Artist matches but title differs: 'Rocket Man I Think It’s Going to Be a Long Long Time' vs 'Rocket Man (I Think It's Going To Be A Long, Long Time)'"
1510,LOVE DIVE,IVE,LOVE DIVE,IVE,0Q5VnK2DYzRyfqQRJuUtvi,True,Perfect match
1511,Tu Aake Dekhle,King,Tu Aake Dekhle,King,0yCWDaAgOtg6TKlNCg9rwA,True,Perfect match
1512,Love the Way You Lie,Eminem,Love The Way You Lie,Eminem;Rihanna,15JINEqzVMv3SvJTAXAKED,True,Perfect match
1513,Back to Black,Amy Winehouse,Back To Black,Amy Winehouse,3FAclTFfvUuQYnEsptbK8w,True,Perfect match
1514,Little Dark Age,MGMT,Little Dark Age,MGMT,2Y0iGXY6m6immVb2ktbseM,True,Perfect match
1515,Chaand Baaliyan,Aditya A,Chaand Baaliyan,Aditya A,0snQrp1VaY5Pj1YIHRJpRJ,True,Perfect match
1516,Hope,XXXTENTACION,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,True,Perfect match
1517,Till I Collapse,Eminem,Till I Collapse,Eminem;Nate Dogg,4xkOaSrkexMciUUogZKVTS,True,Perfect match
1518,Basket Case,Green Day,Basket Case,Green Day,6L89mwZXSOwYl76YXfX13s,True,Perfect match
1519,Line Without a Hook,Ricky Montgomery,Line Without a Hook,Ricky Montgomery,5NvOZCjZaGGGL597exlQWv,True,Perfect match
1520,Prom Queen,Beach Bunny,Prom Queen,Beach Bunny,6MpCaSIOfqBqbMED4kXgNY,True,Perfect match
1521,Unforgettable,French Montana,Unforgettable,French Montana;Swae Lee,3B54sVLJ402zGa6Xm4YGNe,True,Perfect match
1522,Natural,Imagine Dragons,Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,True,Perfect match
1523,Treat You Better,Shawn Mendes,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,True,Perfect match
1524,Without Me,Eminem,Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,True,Perfect match
1525,Dream On,Aerosmith,Dream On,Aerosmith,5MxNLUsfh7uzROypsoO5qe,True,Perfect match
1526,Sex Drugs Etc.,Beach Weather,"Sex, Drugs, Etc.",Beach Weather,7DbdUf8aHSYoliSjO6LZv6,True,Perfect match
1527,Lights Are On,Tom Rosenthal,Lights Are On,Tom Rosenthal,4IhTXiZLKATmwhMZIb1GQN,True,Perfect match
1528,​happier,Olivia Rodrigo,happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,True,Perfect match
1529,Stan,Eminem,Stan,Eminem;Dido,3UmaczJpikHgJFyBTAJVoz,True,Perfect match
1530,Sobrio,Maluma,Sobrio,Maluma,4HzqWEdAbzcVFDv0pvxV4w,True,Perfect match
1531,Mount Everest,Labrinth,Mount Everest,Labrinth,1ZdhOMWyFR8Iv9eylMGYg2,True,Perfect match
1532,Somewhere Only We Know,Keane,Somewhere Only We Know,Keane,1SKPmfSYaPsETbRHaiA18G,True,Perfect match
1533,Mary on a Cross,Ghost,Mary On A Cross,Ghost,2HZLXBOnaSRhXStMLrq9fD,True,Perfect match
1534,Creep,Radiohead,Creep,Radiohead,70LcF31zb1H0PyJoS1Sx1r,True,Perfect match
1535,Lost,Frank Ocean,Lost,Frank Ocean,3GZD6HmiNUhxXYf8Gch723,True,Perfect match
1536,Everybody Dies in Their Nightmares,XXXTENTACION,Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,True,Perfect match
1537,Numb,Linkin Park,Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h,True,Perfect match
1538,Lonely,Akon,Lonely,Akon,4v7DCN09hgXkKazefkznDQ,True,Perfect match
1539,Caile,Luar La L,Caile,Luar La L,6i1g5ZRmJZAkDwBaUZ3f2i,True,Perfect match
1540,Living Life In The Night,Cheriimoya,"Living Life, In The Night",Cheriimoya;Sierra Kidd,2kx5sQgmjYug0GiDh1a4sU,True,Perfect match
1541,My Kind of Woman,Mac DeMarco,My Kind of Woman,Mac DeMarco,6jgkEbmQ2F2onEqsEhiliL,True,Perfect match
1542,November Rain,Guns N' Roses,November Rain,Guns N' Roses,3YRCqOhFifThpSRFJ1VWFM,True,Perfect match
1543,Night Changes,One Direction,Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,True,Perfect match
1544,Those Eyes,New West,Those Eyes,New West,2GThBgzZoZfz0lx1JjBwfe,True,Perfect match
1545,2002,Anne-Marie,2002,Anne-Marie,2BgEsaKNfHUdlh97KmvFyo,True,Perfect match
1546,It Was a Good Day,Ice Cube,It Was A Good Day,Ice Cube,2qOm7ukLyHUXWyR4ZWLwxA,True,Perfect match
1547,Cool for the Summer,Demi Lovato,Cool for the Summer,Demi Lovato,3uwnnTQcHM1rDqSfA4gQNz,True,Perfect match
1548,All I Want,Kodaline,All I Want,Kodaline,0NlGoUyOJSuSHmngoibVAs,True,Perfect match
1549,Revenge,XXXTENTACION,Revenge,XXXTENTACION,5TXDeTFVRVY7Cvt0Dw4vWW,True,Perfect match
